Rank,Molecule,Candidate Type,Entity Class,Related Receptors,GPR62,GPR61,GPR135,MT2,5-HT6,GPCRLigNet Score,ML Prediction,Experimental Validation,Evidence Level,Evidence Sentence,Literature Score,Receptor Relevance,Priority Score,Source,Years,PMIDs,PMCIDs,Journals,DOIs,Article Titles,Article Links,PubChem CID,SMILES,Paper Count,Interpretation,Recommended Next Step
122,dopamine,MT2-related exploratory candidate,Chemical / small molecule,5-HT6 receptor; MT2 receptor,No,No,No,Yes,Yes,0.06756026297807693,Low,Direct receptor evidence,C,Metabolic and Cardiovascular Benefits and Risks of EMD386088-A 5-HT6 Receptor Partial Agonist and Dopamine Transporter Inhibitor.,34,0.5,0.23691417093575,PubMed + PMC,2015; 2016; 2017; 2018; 2020; 2023; 2025,25735994; 25934037; 27032690; 27035065; 27424103; 27616337; 28228713; 29778944; 29848076; 31468338; 32279445; 32853642; 37270968; 40023605; 41158173,PMC12554533; PMC4457577; PMC4946068; PMC5296348; PMC7035192; PMC7442682,"Behavioural pharmacology; Brain research; Chemical biology & drug design; Expert opinion on investigational drugs; Frontiers in neuroscience; International journal of ophthalmology; Journal of psychopharmacology (Oxford, England); Molecular neurobiology; Neuropharmacology; Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology; Neuroscience; Phytomedicine : international journal of phytotherapy and phytopharmacology; The Journal of pharmacology and experimental therapeutics",10.1007/s12035-019-01739-x; 10.1016/j.brainres.2016.09.009; 10.1016/j.brainres.2020.147072; 10.1016/j.jpet.2024.100055; 10.1016/j.neuropharm.2016.07.014; 10.1016/j.neuropharm.2018.05.016; 10.1016/j.neuroscience.2015.04.046; 10.1016/j.phymed.2023.154871; 10.1038/npp.2016.45; 10.1080/13543784.2018.1483334; 10.1097/FBP.0000000000000235; 10.1111/cbdd.13691; 10.1177/0269881115573804; 10.18240/ijo.2025.11.04; 10.3389/fnins.2017.00050,"Different color lights on refractive status and secretion of neurotransmitters in the guinea pig model of myopia. | Simultaneous 5-HT1BR agonist/5-HT6R antagonist action as a potential treatment of Parkinson's disease and its comorbidities. | Antidepressant effects of p-coumaric acid isolated from Vaccinium bracteatum leaves extract on chronic restraint stress mouse model and antagonism of serotonin 6 receptor in vitro. | Activation and blockade of 5-HT6 receptor in the medial septum-diagonal band recover working memory in the hemiparkinsonian rats. | Synthesis, pharmacological evaluations, and molecular docking studies on a new 1,3,4,11b-tetrahydro-1H-fluoreno[9,1-cd]azepine framework: Rigidification of D1 receptor selective 1-phenylbenzazepines and discovery of a new 5-HT6 receptor scaffold. | Selective Regulation of 5-HT1B Serotonin Receptor Expression in the Striatum by Dopamine Depletion and Repeated L-DOPA Treatment: Relationship to L-DOPA-Induced Dyskinesias. | The role of 5 HT6-receptor antagonists in Alzheimer's disease: an update. | Activation and blockade of basolateral amygdala 5-HT6 receptor produce anxiolytic-like behaviors in an experimental model of Parkinson's disease. | Metabolic and Cardiovascular Benefits and Risks of EMD386088-A 5-HT6 Receptor Partial Agonist and Dopamine Transporter Inhibitor. | Activation and blockade of serotonin6 receptors in the dorsal hippocampus enhance T maze and hole-board performance in a unilateral 6-hydroxydopamine rat model of Parkinson's disease. | Activation and blockade of prelimbic 5-HT6 receptors produce different effects on depressive-like behaviors in unilateral 6-hydroxydopamine-induced Parkinson's rats. | Effect of ketamine administration, alone and in combination with E-6837, on climbing behavior. | Striatal 5-HT6 Receptors Regulate Cocaine Reinforcement in a Pathway-Selective Manner. | Deconstructing 5-HT6 receptor effects on striatal circuit function. | Effects of ST1936, a selective serotonin-6 agonist, on electrical activity of putative mesencephalic dopaminergic neurons in the rat brain.",https://pubmed.ncbi.nlm.nih.gov/41158173/ | https://pubmed.ncbi.nlm.nih.gov/40023605/ | https://pubmed.ncbi.nlm.nih.gov/37270968/ | https://pubmed.ncbi.nlm.nih.gov/32853642/ | https://pubmed.ncbi.nlm.nih.gov/32279445/ | https://pubmed.ncbi.nlm.nih.gov/31468338/ | https://pubmed.ncbi.nlm.nih.gov/29848076/ | https://pubmed.ncbi.nlm.nih.gov/29778944/ | https://pubmed.ncbi.nlm.nih.gov/28228713/ | https://pubmed.ncbi.nlm.nih.gov/27616337/ | https://pubmed.ncbi.nlm.nih.gov/27424103/ | https://pubmed.ncbi.nlm.nih.gov/27035065/ | https://pubmed.ncbi.nlm.nih.gov/27032690/ | https://pubmed.ncbi.nlm.nih.gov/25934037/ | https://pubmed.ncbi.nlm.nih.gov/25735994/,681,C1=CC(=C(C=C1CCN)O)O,15,"dopamine has experimental receptor evidence involving 5-HT6 receptor, MT2 receptor and is being evaluated as a possible GPR62 candidate.",Review pharmacology and consider experimental testing
123,Streptozocin,MT2-related exploratory candidate,Chemical / small molecule,5-HT6 receptor; MT2 receptor,No,No,No,Yes,Yes,0.13757288455963135,Low,Unvalidated,E,,11,0.5,0.23642237496376037,PubMed + PMC,2018; 2022; 2023; 2025,29502275; 35455066; 36830733; 40757510,PMC9029934; PMC9953062,"Biomolecules; Journal of neurochemistry; Life (Basel, Switzerland); Psychopharmacology",10.1007/s00213-018-4866-z; 10.1111/jnc.70179; 10.3390/biom13020364; 10.3390/life12040574,Anti-Inflammatory Effects of Melatonin in Rats with Induced Type 2 Diabetes Mellitus. | 5-HT6 Receptor Inverse Agonists Modulate Diabetic Neuropathic Pain in Female Rats: Evidence for 5-HT6 Receptor Constitutive Activity. | The Constitutive Activity of Spinal 5-HT6 Receptors Contributes to Diabetic Neuropathic Pain in Rats. | 5-HT6 receptor agonist and antagonist modulates ICV-STZ-induced memory impairment in rats.,https://pubmed.ncbi.nlm.nih.gov/35455066/ | https://pubmed.ncbi.nlm.nih.gov/40757510/ | https://pubmed.ncbi.nlm.nih.gov/36830733/ | https://pubmed.ncbi.nlm.nih.gov/29502275/,29327,CN(C(=O)NC1C(C(C(OC1O)CO)O)O)N=O,4,Streptozocin currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
124,indole,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.18069739639759064,Low,Direct receptor evidence,C,"Design and synthesis of novel series of 5-HT6 receptor ligands having indole, a central aromatic core and 1-amino-4 methyl piperazine as a positive ionizable group.",28,0.25,0.23595330765843392,PubMed + PMC,2013; 2019; 2020; 2021; 2025,23542166; 23810425; 31336820; 31817628; 32693296; 33705101; 40069248,PMC11897353; PMC6678253; PMC6943527; PMC8041276,"ACS chemical neuroscience; Bioorganic & medicinal chemistry; European journal of medicinal chemistry; International journal of molecular sciences; Molecules (Basel, Switzerland); Scientific reports",10.1016/j.bmc.2013.05.051; 10.1016/j.ejmech.2013.03.006; 10.1016/j.ejmech.2020.112529; 10.1021/acschemneuro.1c00061; 10.1038/s41598-025-92755-6; 10.3390/ijms20143420; 10.3390/molecules24244472,"Novel 5-HT6R modulators as mTOR-dependent neuronal autophagy inductors. | 2-Phenyl-1H-pyrrole-3-carboxamide as a New Scaffold for Developing 5-HT6 Receptor Inverse Agonists with Cognition-Enhancing Activity. | Chlorine substituents and linker topology as factors of 5-HT6R activity for novel highly active 1,3,5-triazine derivatives with procognitive properties in vivo. | Are the Hydantoin-1,3,5-triazine 5-HT6R Ligands a Hope to a Find New Procognitive and Anti-Obesity Drug? Considerations Based on Primary In Vivo Assays and ADME-Tox Profile In Vitro. | The 1,3,5-Triazine Derivatives as Innovative Chemical Family of 5-HT6 Serotonin Receptor Agents with Therapeutic Perspectives for Cognitive Impairment. | Design and synthesis of novel series of 5-HT6 receptor ligands having indole, a central aromatic core and 1-amino-4 methyl piperazine as a positive ionizable group. | Structure-activity relationship of 5-chloro-2-methyl-3-(1,2,3,6-tetrahydropyridin-4-yl)-1H-indole analogues as 5-HT(6) receptor agonists.",https://pubmed.ncbi.nlm.nih.gov/40069248/ | https://pubmed.ncbi.nlm.nih.gov/33705101/ | https://pubmed.ncbi.nlm.nih.gov/32693296/ | https://pubmed.ncbi.nlm.nih.gov/31817628/ | https://pubmed.ncbi.nlm.nih.gov/31336820/ | https://pubmed.ncbi.nlm.nih.gov/23810425/ | https://pubmed.ncbi.nlm.nih.gov/23542166/,798,C1=CC=C2C(=C1)C=CN2,7,indole has experimental receptor evidence involving 5-HT6 receptor and is being evaluated as a possible GPR62 candidate.,Review pharmacology and consider experimental testing
125,1-naphthaleneacetic acid,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.16315309703350067,Low,Unvalidated,E,,1,0.5,0.23304951307177546,PubMed + PMC,2023,37324427,PMC10264656,Frontiers in bioengineering and biotechnology,10.3389/fbioe.2023.1188119,Conditional protein degradation in Yarrowia lipolytica using the auxin-inducible degron.,https://pubmed.ncbi.nlm.nih.gov/37324427/,6862,C1=CC=C2C(=C1)C=CC=C2CC(=O)O,1,1-naphthaleneacetic acid currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
126,benzenesulfonamide,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.254574179649353,Low,Indirect/context evidence,D,Benzenesulfonyl and Benzenesulfonamide as Modulators of the 5-HT6 Receptor: Patent Highlight.,1,0.25,0.22997321677207946,PubMed + PMC,2012,24900400,PMC4025790,ACS medicinal chemistry letters,10.1021/ml300338u,Benzenesulfonyl and Benzenesulfonamide as Modulators of the 5-HT6 Receptor: Patent Highlight.,https://pubmed.ncbi.nlm.nih.gov/24900400/,7370,C1=CC=C(C=C1)S(=O)(=O)N,1,"benzenesulfonamide appears in literature related to 5-HT6 receptor, but direct receptor interaction has not been established.",Review full article for direct receptor evidence
127,Zn2+,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.15823692083358765,Low,Unvalidated,E,,1,0.5,0.22985399854183197,PubMed + PMC,2024,38593708,PMC11913417,Biomedicine & pharmacotherapy = Biomedecine & pharmacotherapie,10.1016/j.biopha.2024.116555,Intestinal inflammation marker calprotectin regulates epithelial intestinal zinc metabolism and proliferation in mouse jejunal organoids.,https://pubmed.ncbi.nlm.nih.gov/38593708/,32051,[Zn+2],1,Zn2+ currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
128,BGC,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.2442263513803482,Low,Unvalidated,E,,3,0.25,0.22724712839722636,PubMed,2021,33220385,,"Pharmacology, biochemistry, and behavior",10.1016/j.pbb.2020.173076,Serotonin 6 receptor blockade reduces repetitive behavior in the BTBR mouse model of autism spectrum disorder.,https://pubmed.ncbi.nlm.nih.gov/33220385/,64689,C(C1C(C(C(C(O1)O)O)O)O)O,1,BGC currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
129,Cadmium,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.13735178112983704,Low,Indirect/context evidence,D,"Agonism of MT1 and MT2 Receptor Mitigates Oxidative Insult, Neuroinflammation, and Cerebral Injury in Cadmium Chloride Treated Animals.",5,0.5,0.2242786577343941,PubMed,2025,40493137; 40526280,,Molecular biology reports; Neurochemical research,10.1007/s11033-025-10713-x; 10.1007/s11064-025-04451-6,"Melatonin and necroptosis: therapeutic aspects based on cellular mechanisms. | Agonism of MT1 and MT2 Receptor Mitigates Oxidative Insult, Neuroinflammation, and Cerebral Injury in Cadmium Chloride Treated Animals.",https://pubmed.ncbi.nlm.nih.gov/40526280/ | https://pubmed.ncbi.nlm.nih.gov/40493137/,23973,[Cd],2,"Cadmium appears in literature related to MT2 receptor, but direct receptor interaction has not been established.",Review full article for direct receptor evidence
130,Fe2+,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.14468339085578918,Low,Unvalidated,E,,1,0.5,0.22104420405626296,PubMed,2025,40945137,,Journal of trace elements in medicine and biology : organ of the Society for Minerals and Trace Elements (GMS),10.1016/j.jtemb.2025.127746,Metallothionein 2A alleviates ulcerative colitis by inhibiting ferroptosis in intestinal epithelial cells with Tfrc downregulation.,https://pubmed.ncbi.nlm.nih.gov/40945137/,27284,[Fe+2],1,Fe2+ currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
131,Acrylamide,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.1431623250246048,Low,Unvalidated,E,,1,0.5,0.22005551126599313,PubMed + PMC,2025,40402233,PMC12552338,Naunyn-Schmiedeberg's archives of pharmacology,10.1007/s00210-025-04292-8,"The effects of melatonin on oxidative stress, inflammation, apoptosis and Nrf2/HO-1 in acrylamide-induced lung injury in rats.",https://pubmed.ncbi.nlm.nih.gov/40402233/,6579,C=CC(=O)N,1,Acrylamide currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
132,Copper,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.14189766347408295,Low,Unvalidated,E,,1,0.5,0.21923348125815392,PubMed + PMC,2023,37324427,PMC10264656,Frontiers in bioengineering and biotechnology,10.3389/fbioe.2023.1188119,Conditional protein degradation in Yarrowia lipolytica using the auxin-inducible degron.,https://pubmed.ncbi.nlm.nih.gov/37324427/,23978,[Cu],1,Copper currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
133,Sodium,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.13455082476139069,Low,Unvalidated,E,,1,0.5,0.21445803609490394,PubMed + PMC,2023,37002193,PMC10123881,Molecular pain,10.1177/17448069231170072,Melatonin attenuated chronic visceral pain by reducing Nav1.8 expression and nociceptive neuronal sensitization.,https://pubmed.ncbi.nlm.nih.gov/37002193/,5360545,[Na],1,Sodium currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
134,N-Methylaspartate,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.210951566696167,Low,Unvalidated,E,,7,0.25,0.21361851835250856,PubMed,2015; 2017,26548316; 27373846,,Expert opinion on investigational drugs; Pharmacological research,10.1016/j.phrs.2016.06.009; 10.1517/13543784.2015.1102884,Time-dependent impact of glutamatergic modulators on the promnesiant effect of 5-HT6R blockade on mice recognition memory. | Investigational drugs targeting 5-HT6 receptors for the treatment of Alzheimer's disease.,https://pubmed.ncbi.nlm.nih.gov/27373846/ | https://pubmed.ncbi.nlm.nih.gov/26548316/,22880,CNC(CC(=O)O)C(=O)O,2,N-Methylaspartate currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
135,Ca2+,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.12520547211170197,Low,Unvalidated,E,,2,0.5,0.2103835568726063,PubMed + PMC,2023; 2025,37742475; 40697662,PMC12279780,Biochemical and biophysical research communications; Frontiers in pharmacology,10.1016/j.bbrc.2023.09.050; 10.3389/fphar.2025.1633326,MT2 receptor mediates melatonin-induced thermogenic program in human myoblasts: insights for circadian syndrome and diabesity treatment. | Effects of melatonin on dopaminergic neuron development via IP3-mediated mitochondrial Ca2+ regulation in autism spectrum disorder.,https://pubmed.ncbi.nlm.nih.gov/40697662/ | https://pubmed.ncbi.nlm.nih.gov/37742475/,271,[Ca+2],2,Ca2+ currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
136,Scopolamine,5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.2069084495306015,Low,Unvalidated,E,,6,0.25,0.208990492194891,PubMed,2013,24135200,,European journal of pharmacology,10.1016/j.ejphar.2013.10.005,Effect of olanzapine on scopolamine induced deficits in differential reinforcement of low rate 72s (DRL-72s) schedule in rats: involvement of the serotonergic receptors in restoring the deficits.,https://pubmed.ncbi.nlm.nih.gov/24135200/,3000322,CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,1,Scopolamine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
137,"6-fluoro-3-(piperidin-4-yl)-1,2-benzoxazole",5-HT6 exploratory candidate,Chemical / small molecule,5-HT6 receptor,No,No,No,No,Yes,0.22003638744354248,Low,Unvalidated,E,,1,0.25,0.20752365183830263,PubMed,2014,24805037,,Journal of medicinal chemistry,10.1021/jm401895u,Novel arylsulfonamide derivatives with 5-HT₆/5-HT₇ receptor antagonism targeting behavioral and psychological symptoms of dementia.,https://pubmed.ncbi.nlm.nih.gov/24805037/,849421,C1CNCCC1C2=NOC3=C2C=CC(=C3)F,1,"6-fluoro-3-(piperidin-4-yl)-1,2-benzoxazole currently has an ML prediction but requires stronger receptor-specific literature validation.",Literature validation needed before experimental priority
138,Cadmium Chloride,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.11320284754037857,Low,Indirect/context evidence,D,"Agonism of MT1 and MT2 Receptor Mitigates Oxidative Insult, Neuroinflammation, and Cerebral Injury in Cadmium Chloride Treated Animals.",4,0.5,0.2065818509012461,PubMed,2025,40493137,,Neurochemical research,10.1007/s11064-025-04451-6,"Agonism of MT1 and MT2 Receptor Mitigates Oxidative Insult, Neuroinflammation, and Cerebral Injury in Cadmium Chloride Treated Animals.",https://pubmed.ncbi.nlm.nih.gov/40493137/,24947,Cl[Cd]Cl,1,"Cadmium Chloride appears in literature related to MT2 receptor, but direct receptor interaction has not been established.",Review full article for direct receptor evidence
139,Tyrosine,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.11300835758447647,Low,Unvalidated,E,,3,0.5,0.2044554324299097,PubMed,2024,38606814,,Journal of pineal research,10.1111/jpi.12941,Binding and unbinding of potent melatonin receptor ligands: Mechanistic simulations and experimental evidence.,https://pubmed.ncbi.nlm.nih.gov/38606814/,6057,C1=CC(=CC=C1CC(C(=O)O)N)O,1,Tyrosine currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
140,melatonin sulfate,MT2-related exploratory candidate,Chemical / small molecule,MT2 receptor,No,No,No,Yes,No,0.11160489916801453,Low,Unvalidated,E,,3,0.5,0.20354318445920944,PubMed + PMC,2025,41295285,PMC12654617,Metabolites,10.3390/metabo15110699,Melatonin and Inflammatory Cytokines as Modulators of the Interaction Between Gestational Diabetes Mellitus and Pregnancy-Specific Urinary Incontinence.,https://pubmed.ncbi.nlm.nih.gov/41295285/,129629376,CC(=O)NCCC1=C2N(C3=C1C=C(C=C3)OC)OS(=O)(=O)O2,1,melatonin sulfate currently has an ML prediction but requires stronger receptor-specific literature validation.,Literature validation needed before experimental priority
